tailnum,manufacturer,issue_date,model,aircraft_type,engine_type,year
N14907,EMBRAER,5/31/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14916,EMBRAER,4/19/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14920,EMBRAER,1/30/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14923,EMBRAER,10/30/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14925,EMBRAER,11/29/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1996
N14930,EMBRAER,12/3/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14933,EMBRAER,10/20/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14937,EMBRAER,2/23/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14938,EMBRAER,2/23/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14939,EMBRAER,2/23/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14940,EMBRAER,2/23/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14942,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14943,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14945,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14947,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14950,EMBRAER,6/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14952,EMBRAER,1/4/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14953,EMBRAER,12/31/1998,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14959,EMBRAER,1/4/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14960,EMBRAER,12/31/1998,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14972,EMBRAER,9/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14974,EMBRAER,9/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14977,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14991,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14993,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14998,EMBRAER,10/30/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N149AT,BOEING,7/16/2004,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N1501P,BOEING,4/22/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N152DL,BOEING,2/26/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N153DL,BOEING,2/14/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N154AW,BOEING,8/25/1999,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N154DL,BOEING,5/1/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1991
N154SF,CANADAIR,1/13/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1996
N15509,EMBRAER,10/31/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N15527,EMBRAER,4/5/2001,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15572,EMBRAER,10/2/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N155AW,BOEING,8/25/1999,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N155DL,BOEING,6/13/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1991
N15659,BOEING,2/4/2008,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N156AW,BOEING,8/25/1999,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N156DL,BOEING,7/22/1997,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1991
N15710,BOEING,9/1/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N15712,BOEING,9/25/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N157AW,BOEING,8/25/1999,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N158AW,BOEING,8/25/1999,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N15910,EMBRAER,6/20/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15912,EMBRAER,5/24/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15926,EMBRAER,11/29/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1996
N15932,EMBRAER,12/3/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N15941,EMBRAER,2/25/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N15948,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N15973,EMBRAER,9/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N15980,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N15983,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N15985,EMBRAER,10/30/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N15986,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1602,BOEING,1/25/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1603,BOEING,2/8/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1604R,BOEING,4/29/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1605,BOEING,8/16/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16065,BOEING,6/14/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1607B,BOEING,4/24/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1608,BOEING,4/24/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1609,BOEING,4/26/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N160AW,BOEING,2/28/2006,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1988
N1610D,BOEING,4/27/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N16112,EMBRAER,6/25/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N1611B,BOEING,5/16/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1612T,BOEING,6/1/2001,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2001
N1613B,BOEING,8/13/2001,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16147,EMBRAER,9/10/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16149,EMBRAER,10/10/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16151,EMBRAER,11/12/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16170,EMBRAER,9/23/2004,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N16178,EMBRAER,2/16/2005,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N16183,EMBRAER,5/18/2005,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N161UW,AIRBUS INDUSTRIE,1/18/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16217,BOEING,8/3/1998,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16234,BOEING,8/6/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N162UW,AIRBUS INDUSTRIE,2/15/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16301,BOEING,4/7/2006,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1985
N16310,BOEING,9/26/1985,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1985
N16339,BOEING,3/28/2001,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N163US,AIRBUS INDUSTRIE,3/1/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N164AW,BOEING,7/6/2006,737-33A,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16501,EMBRAER,11/1/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,1999
N16502,EMBRAER,11/1/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,1999
N16510,EMBRAER,11/1/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N16511,EMBRAER,10/31/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N16520,EMBRAER,1/18/2001,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16525,EMBRAER,3/21/2001,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16541,EMBRAER,5/30/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16546,EMBRAER,5/30/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16559,EMBRAER,6/12/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16561,EMBRAER,6/27/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16571,EMBRAER,10/2/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N165US,AIRBUS INDUSTRIE,2/21/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16607,BOEING,4/7/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N16617,,,,,,
N16618,BOEING,9/27/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N16632,BOEING,7/12/1995,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1995
N16642,BOEING,9/18/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16646,BOEING,12/2/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16647,BOEING,11/25/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16648,BOEING,12/5/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16649,BOEING,12/22/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16650,BOEING,12/24/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N166AT,BOEING,9/15/2004,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,2004
N166AW,BOEING,7/6/2006,737-33A,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16701,BOEING,3/30/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16703,BOEING,4/8/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16709,BOEING,9/1/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16713,BOEING,9/25/1998,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16732,BOEING,8/25/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N167AT,BOEING,10/12/2004,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,2004
N167US,AIRBUS INDUSTRIE,3/26/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N168AT,BOEING,9/29/2004,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N168AW,BOEING,7/6/2006,737-33A,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16911,EMBRAER,6/12/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16918,EMBRAER,3/7/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16919,EMBRAER,2/22/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16927,EMBRAER,11/29/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1996
N16944,EMBRAER,7/22/1998,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16951,EMBRAER,1/4/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16954,EMBRAER,1/4/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16961,EMBRAER,6/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16963,EMBRAER,6/17/1999,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16976,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16981,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16987,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N16999,EMBRAER,10/30/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N169AT,BOEING,11/16/2004,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N169DZ,BOEING,6/19/1998,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N169UW,AIRBUS INDUSTRIE,3/22/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N170US,AIRBUS INDUSTRIE,5/21/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17104,BOEING,8/1/1994,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N17105,BOEING,8/19/1994,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N17108,EMBRAER,6/25/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N17115,EMBRAER,6/26/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N17122,BOEING,8/14/1997,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1997
N17126,BOEING,2/20/1998,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17128,BOEING,3/20/1998,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17133,BOEING,12/23/1998,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17138,EMBRAER,5/28/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N17139,BOEING,2/7/2000,757-224,Fixed Wing Multi-Engine,Turbo-Jet,2000
N17146,EMBRAER,8/25/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N17156,CANADAIR,8/20/1997,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1996
N17159,EMBRAER,3/17/2004,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N17169,EMBRAER,9/1/2004,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N17175,CANADAIR,1/7/1998,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1997
N17185,EMBRAER,6/15/2005,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N17196,EMBRAER,12/14/2005,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N171DN,BOEING,6/12/1990,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N171DZ,BOEING,9/14/1998,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N171US,AIRBUS INDUSTRIE,4/10/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17229,BOEING,6/7/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17231,CANADAIR,7/1/1999,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17233,BOEING,7/27/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17244,BOEING,11/3/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17245,BOEING,11/8/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17275,BOMBARDIER INC,12/28/1999,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,1998
N172DN,BOEING,6/25/1990,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N172DZ,BOEING,9/25/1998,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N172US,AIRBUS INDUSTRIE,4/24/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17321,BOEING,2/17/2004,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17326,BOEING,6/13/2008,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17328,BOEING,8/8/1986,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17329,BOEING,7/16/2004,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17337,BOMBARDIER INC,7/3/2000,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17344,BOEING,4/17/2007,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N17345,BOEING,4/17/2007,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N17356,BOEING,9/2/2004,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1988
N173AT,BOEING,1/3/2005,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N173DN,BOEING,7/3/1990,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N173DZ,BOEING,11/3/1998,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N173UA,BOEING,8/19/2004,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1989
N173US,AIRBUS INDUSTRIE,4/30/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N174AT,BOEING,1/25/2005,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N174DN,BOEING,7/25/1990,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N174DZ,BOEING,11/6/1998,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N174UA,BOEING,1/23/1990,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1990
N17507,EMBRAER,10/31/2000,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N17513,EMBRAER,10/31/2000,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N17521,EMBRAER,1/25/2001,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17524,EMBRAER,3/14/2001,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17560,EMBRAER,6/20/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N175AT,BOEING,2/3/2005,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N175AW,BOEING,7/5/2006,737-33A,Fixed Wing Multi-Engine,Turbo-Fan,1987
N175DN,BOEING,7/27/1990,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N175DZ,BOEING,3/5/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N175UA,BOEING,2/24/2006,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1990
N17614,,,,,,
N17619,BOEING,10/28/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N17620,BOEING,2/21/1995,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N17627,BOEING,4/14/1995,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1995
N17640,BOEING,8/27/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N17644,BOEING,9/30/1997,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N17663,BOEING,8/11/1998,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N176AT,BOEING,2/18/2005,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2005
N176DN,BOEING,1/8/1991,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N176DZ,BOEING,4/22/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N176UW,AIRBUS INDUSTRIE,5/15/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17719,BOEING,2/4/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N17730,BOEING,9/23/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N177DN,BOEING,1/23/1991,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N177DZ,BOEING,5/7/1999,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N177UA,BOEING,3/1/2006,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1990
N178DN,BOEING,5/22/2007,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N178DZ,BOEING,5/24/2000,767-332,Fixed Wing Multi-Engine,Turbo-Fan,2000
N178JB,EMBRAER,12/19/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N178UA,BOEING,12/27/2005,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1990
N178US,AIRBUS INDUSTRIE,6/14/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17928,EMBRAER,11/29/1997,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1996
N17984,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1799U,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1969
N179DN,BOEING,10/10/2007,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N179JB,EMBRAER,9/30/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N179UA,BOEING,2/23/2006,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1991
N179UW,AIRBUS INDUSTRIE,6/23/2005,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N180DN,BOEING,2/26/2007,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1992
N180UA,BOEING,2/27/2006,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1991
N180US,AIRBUS INDUSTRIE,6/22/2005,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N18101,EMBRAER,6/26/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18102,EMBRAER,6/24/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18112,BOEING,2/2/1995,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1995
N18114,EMBRAER,6/26/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18119,BOEING,5/14/1997,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1997
N18120,EMBRAER,1/15/2003,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N181DN,BOEING,2/7/2007,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1992
N181UA,BOEING,2/22/2006,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1991
N18220,BOEING,11/6/1998,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N18223,BOEING,12/18/1998,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N18243,BOEING,10/27/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N182DN,BOEING,11/10/1992,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1992
N182UA,BOEING,10/25/1991,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1991
N182UW,AIRBUS INDUSTRIE,6/22/2005,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N18350,BOEING,7/18/2006,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N183DN,BOEING,5/3/1993,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1993
N183JB,EMBRAER,9/13/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N183UW,AIRBUS INDUSTRIE,6/22/2005,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N184AT,BOEING,3/24/2005,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2005
N184DN,BOEING,12/20/2004,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1993
N184JB,EMBRAER,10/24/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N184US,AIRBUS INDUSTRIE,1/31/2002,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18556,EMBRAER,5/30/2002,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N185DN,BOEING,5/3/1995,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1995
N185UW,AIRBUS INDUSTRIE,1/30/2002,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18611,BOEING,6/15/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N18622,BOEING,12/9/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N18658,BOEING,6/26/1998,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N186DN,BOEING,7/7/1995,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1995
N186US,AIRBUS,3/25/2002,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2002
N187DN,BOEING,6/20/1996,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1996
N187JB,EMBRAER,11/9/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N187UA,BOEING,9/29/1992,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1992
N187US,AIRBUS,3/27/2002,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2002
N188DN,BOEING,10/18/1996,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1996
N188US,AIRBUS,4/25/2002,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18982,EMBRAER,10/20/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N189DN,BOEING,2/14/1997,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1997
N189UW,AIRBUS INDUSTRIE,2/8/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N190DN,BOEING,3/27/1997,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1997
N190JB,EMBRAER,11/30/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N190UW,AIRBUS INDUSTRIE,3/5/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N19117,BOEING,4/25/1996,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1996
N19130,BOEING,5/8/1998,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1998
N19136,BOEING,3/22/1999,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1999
N19141,BOEING,7/3/2000,757-224,Fixed Wing Multi-Engine,Turbo-Jet,2000
N191DN,BOEING,4/10/1997,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1997
N191UW,AIRBUS INDUSTRIE,3/16/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N192DN,BOEING,6/27/1997,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1997
N192JB,EMBRAER,12/15/2005,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,2005
N192UW,AIRBUS INDUSTRIE,5/22/2001,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,2001
N19357,BOEING,3/22/2001,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1988
N193DN,BOEING,8/22/1997,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1997
